,Long,Short,Average,SPY
2004-04,0.008056024450908684,0.06911320437767068,0.03858461441428968,-0.014325813562586663
2004-05,0.19800669264057436,-0.06975916100424324,0.06412376581816556,0.0049933257527066755
2004-06,0.012513049252267322,-0.053566097242049596,-0.020526523994891136,0.005698326721054092
2004-07,-0.0884102773482725,-0.013842648515236766,-0.051126462931754636,-0.016557448152557785
2004-08,0.022754315779533272,-0.03297803479681577,-0.005111859508641249,0.00225075811295683
2004-09,0.10009444787805803,-0.1136832628549785,-0.006794407488460233,0.02518033697177843
2004-10,0.07843912647184001,0.12388616839427366,0.10116264743305683,-0.0012317726700192791
2004-11,0.1603573715625184,-0.2119234935266238,-0.0257830609820527,0.05350486619744522
2004-12,-0.03705379835451987,-0.030083765700572355,-0.03356878202754611,0.013740442828768377
2005-01,-0.03323346935281166,0.03931233552533595,0.0030394330862621444,-0.01155442859117012
2005-02,0.132693527178271,-0.04755291920321323,0.04257030398752888,0.019510547678501352
2005-03,-0.047917580856810214,0.05124419281255589,0.0016633059778728386,-0.02754055534898101
2005-04,-0.030878382099251967,-0.03010198687977559,-0.03049018448951378,-0.00877112195577826
2005-05,0.12008973883671129,-0.12122517682287977,-0.0005677189930842416,0.03522332231787929
2005-06,0.10976107463204351,-0.01692980815667287,0.04641563323768532,-0.004046301586431938
2005-07,0.09418774079646702,-0.15873338740493204,-0.032272823304232506,0.03446833707572082
2005-08,0.0474672132521072,0.018807786099934734,0.03313749967602096,-0.009381334289895685
2005-09,0.12280690144737602,0.03322507927419018,0.0780159903607831,0.005158643294440902
2005-10,0.015511114992641772,-0.03165993231249621,-0.008074408659927219,-0.01721053343379881
2005-11,0.05009699593977888,-0.10227502007412295,-0.026089012067172037,0.05145666039505413
2005-12,0.07891335099763265,0.00032765177975945523,0.03962050138869605,0.005380301452206765
2006-01,0.052887644802922074,-0.024216610546169793,0.01433551712837614,0.013338670060199304
2006-02,0.04794438983786513,-0.009923694775390046,0.01901034753123754,0.007632912482430509
2006-03,0.03602512256441061,0.013190132064284793,0.0246076273143477,0.006770463630589954
2006-04,0.029438656171832767,-0.02898718048103644,0.0002257378453981631,0.005164533100046406
2006-05,-0.010110710582493243,0.06653004069773585,0.028209665057621305,-0.012806692410493366
2006-06,0.06829341752538884,0.0022739005665831464,0.035283659045985995,-0.0028363343991324413
2006-07,-0.11574640423970953,0.060879404638551904,-0.02743349980057881,-0.0045383111088443725
2006-08,-0.07975217969365363,-0.17380919062433653,-0.12678068515899507,0.03301364912520974
2006-09,0.06340141946167517,-0.08604785155706332,-0.011323216047694075,0.017084826391883527
2006-10,0.039436920795924896,-0.04288371908896831,-0.0017233991465217084,0.028404003670342064
2006-11,0.03161687831928245,-0.04261606689135522,-0.0054995942860363856,0.024550607942437692
2006-12,0.04256204839439469,-0.07994439022127524,-0.018691170913440275,0.013818766600382002
2007-01,0.09457233045693565,-0.06869034619769075,0.01294099212962245,0.02291861690231734
2007-02,0.06583191182711581,0.010316514626289304,0.038074213226702555,-0.02835217484043517
2007-03,0.04487019710787775,-0.017594833081139585,0.013637682013369082,0.015755917608903384
2007-04,0.06566808180917325,-0.001914031870272534,0.03187702496945036,0.04579343653510192
2007-05,0.14406345868200474,-0.020779674601708105,0.06164189204014832,0.0363893223354481
2007-06,0.13246698571362223,0.06611584660672663,0.09929141616017442,-0.010616563007078523
2007-07,0.04537023461781174,0.02066858196664618,0.03301940829222896,-0.03531189686035431
2007-08,0.08893775201244333,-0.0002851576142027981,0.04432629719912027,0.01809745689373252
2007-09,0.07846046649182079,0.0954633685014172,0.086961917496619,0.03992478532643017
2007-10,0.0875429360884908,-0.021997611494980026,0.032772662296755385,-0.021192503519397027
2007-11,0.14504826595330092,0.0940831518951815,0.1195657089242412,-0.022181006860109032
2007-12,0.1270286064028704,0.030344800781515337,0.07868670359219286,-0.013412940303653463
2008-01,-0.12003404377248057,-0.2605602669895206,-0.1902971553810006,-0.03691425505268284
2008-02,0.09311945379015342,0.11916413290807282,0.10614179334911311,-0.04355926287996379
2008-03,0.00692827622656495,-0.09644920035475738,-0.044760462064096215,0.0283619252644893
2008-04,0.1076197959244853,-0.14812071176652147,-0.020250457921018088,0.033013621684731084
2008-05,0.08813035051733754,0.02553637744175945,0.056833363979548496,-0.01573130390171238
2008-06,0.06173064853610066,0.17022228000698658,0.11597646427154362,-0.0711148341066671
2008-07,-0.23088478420377428,-0.2279625892569225,-0.2294236867303484,-0.017292426556463902
2008-08,-0.08541743956501677,-0.14119923558465836,-0.11330833757483756,0.014505347068039728
2008-09,-0.14062240205921708,0.1469935834757485,0.003185590708265712,-0.08796158665463365
2008-10,-0.05601082842866003,0.2983334116390393,0.12116129160518964,-0.16327757796886666
2008-11,-0.18275770465431043,0.5276413404668301,0.17244181790625984,-0.15446411691681086
2008-12,0.1761010311851301,-0.7242200078975704,-0.2740594883562201,0.1413302404113717
2009-01,-0.2674653095999797,0.22417274252088681,-0.02164628353954645,-0.11166079182655923
2009-02,-0.12407286546208425,0.31448892741819334,0.09520803097805455,-0.14507150391700568
2009-03,0.1476952899850037,-0.8969426952206216,-0.374623702617809,0.15637651691403467
2009-04,0.04318723375070642,-0.328047265713848,-0.1424300159815708,0.08425862853771873
2009-05,-0.047060768398258415,-0.4104112419282865,-0.22873600516327244,0.07827969784136624
2009-06,-0.026494697343763928,0.03722265050138532,0.005363976578810695,-0.020243284077634875
2009-07,0.2385939607671422,-0.30872101682415964,-0.03506352802850872,0.08783718610397138
2009-08,0.08004295640582451,-0.027545316757532513,0.026248819824146,-0.002389570020517718
2009-09,0.26719036563747267,-0.06061317500948114,0.10328859531399576,0.03253961324485007
2009-10,-0.09971826388676229,0.00560401236802992,-0.047057125759366186,0.013110590074247818
2009-11,0.16623324526157895,-0.0632142062971018,0.05150951948223858,0.06690956351425768
2009-12,0.3019400447226944,-0.09587722825687585,0.1030314082329093,0.023720836393373256
2010-01,-0.11962012463170173,0.05459660499565551,-0.03251175981802311,-0.03767766939775436
2010-02,0.16684527412370825,-0.013293126298038157,0.07677607391283504,0.025949098563046474
2010-03,0.10014984541841701,-0.17805697883591823,-0.03895356670875061,0.057155379435327024
2010-04,0.04486724358262094,-0.1017444623636038,-0.028438609390491427,0.021646743551993905
2010-05,-0.08357808456698293,0.15053487769210155,0.03347839656255931,-0.1065226111051825
2010-06,-0.04064243451601509,0.022794003282380876,-0.008924215616817107,-0.03981304762195016
2010-07,-0.0005128251171945295,-0.13816140806341154,-0.06933711659030303,0.09731411055997173
2010-08,0.05796634574404831,0.05032293210727288,0.0541446389256606,-0.038134085110899156
2010-09,0.10706017509010343,-0.15005260806715529,-0.021496216488525927,0.062360078820676866
2010-10,0.039867388643647306,-0.10890293122671105,-0.03451777129153187,0.03420294595261447
2010-11,0.09395957235957879,-0.023944053629309552,0.035007759365134616,0.020922933462573068
2010-12,0.05860921970343572,-0.1594656598419997,-0.05042822006928199,0.05543482592832802
2011-01,0.08710930287251081,-0.07744536696246619,0.004831967955022311,0.02904371807925222
2011-02,0.010078969768355716,0.04039049211527277,0.02523473094181424,0.0014531235066579955
2011-03,0.04578785738204484,-0.06709998800066284,-0.010656065309309001,0.021373574238687625
2011-04,-0.025394649436448435,-0.05243085278091827,-0.03891275110868335,0.023056709512578284
2011-05,0.02456951836826455,0.019309672603229737,0.021939595485747143,-0.03193362485813013
2011-06,0.06495386334822148,0.004159111642296006,0.03455648749525874,0.020580314366654532
2011-07,0.04273626718040148,0.089933839189407,0.06633505318490424,-0.03838117088436578
2011-08,-0.047313422478721015,0.15607863455724905,0.054382606039264016,-0.06087896909331769
2011-09,-0.13985435907074478,0.1954219499591131,0.02778379544418416,-0.08633416629925181
2011-10,0.03585022197321978,-0.2890497893863881,-0.12659978370658415,0.10979708657793168
2011-11,0.04218554580400149,-0.040387609531970486,0.0008989681360155009,0.02434432052183735
2011-12,-0.06351662683203232,0.005040973345407004,-0.02923782674331266,0.02671530227871065
2012-01,0.06763086975922644,-0.2830400963700222,-0.10770461330539788,0.03898041141834411
2012-02,0.09520752343169626,0.010650615023909215,0.05292906922780274,0.03970703008325263
2012-03,0.04634702460614164,0.1243661896514141,0.08535660712877788,0.03435422112779193
2012-04,0.07983499830381152,0.0402968987862958,0.06006594854505366,-0.007755170701012539
2012-05,-0.17565846566182378,0.1500794780673639,-0.012789493797229934,-0.08938466070246638
2012-06,0.06793704472599874,-0.11455095427609922,-0.023306954775050244,0.07067183659761556
2012-07,-0.03931009018064309,0.13110538825590812,0.045897649037632514,0.00791159103102976
2012-08,0.03139785693525867,-0.20656968249740199,-0.08758591278107165,0.02500181437749626
2012-09,0.04681425759467537,-0.01699637942111497,0.014908939086780199,0.02900486183303561
2012-10,0.008088836824054054,-0.07945393010740151,-0.03568254664167373,-0.010529971845871995
2012-11,0.06521675118010509,-0.12621548421487366,-0.030499366517384288,-0.009661897315609153
2012-12,0.09287541087428346,-0.051393994070377216,0.02074070840195312,0.03991458775709244
2013-01,0.026693766254911593,-0.07784148042666808,-0.025573857085878244,0.035464987441432685
2013-02,0.01147816312744133,-0.044759709492733044,-0.016640773182645858,0.005752456738101673
2013-03,0.12182302180731312,-0.07216611789233897,0.024828451957487077,0.03046512116690143
2013-04,0.020943893159510434,0.0703297087843372,0.04563680097192382,0.014290274410888421
2013-05,0.14290237441503356,-0.058122581398348215,0.04238989650834267,0.03834984741521957
2013-06,0.07735219131107211,0.05476126653837572,0.06605672892472392,-0.012997915027497607
2013-07,0.02308455329359369,-0.22252727047522325,-0.09972135859081478,0.05763520473332011
2013-08,0.05221663468996869,0.021280675369230163,0.036748655029599425,-0.03673981158533127
2013-09,0.012130915721665296,-0.05192020030382991,-0.019894642291082308,0.03513245304254565
2013-10,-0.016330819193210337,-0.006911343513522459,-0.011621081353366397,0.04056936892194144
2013-11,0.04566480030114639,-0.04268026115839265,0.0014922695713768704,0.024516104678820066
2013-12,0.029550116125362146,-0.0218337640699277,0.0038581760277172222,0.018739728371297226
2014-01,0.11443994425977792,0.05351576255575783,0.08397785340776788,-0.047835112588164266
2014-02,0.12028629722566675,-0.07297063389783778,0.023657831663914483,0.062065792432943974
2014-03,-0.010541522971405754,-0.043022587090505174,-0.026782055030955463,0.02216915441615109
2014-04,-0.009786206664810452,0.008748642455300873,-0.0005187821047547897,0.0004250056720680802
2014-05,0.08900051289312642,0.0048926422525307515,0.046946577572828586,0.024265867870563413
2014-06,0.06163979883218919,-0.040868971529370565,0.010385413651409311,0.026304394844896332
2014-07,-0.06916256111935547,-0.0029054715631655166,-0.036034016341260494,-0.022991335947192625
2014-08,0.03302805951758098,-0.0778857622597546,-0.022428851371086814,0.04212985080535459
2014-09,-0.07987189680492054,0.05399045445112982,-0.012940721176895362,-0.02667627390544631
2014-10,0.03429642142487156,-0.0038657030044156595,0.01521535921022795,0.03817854605681307
2014-11,0.041820899274066625,0.16272515806379523,0.10227302866893093,0.019774964086339317
2014-12,0.01381730015532832,0.04929111619834251,0.031554208176835415,0.003906465521219069
2015-01,-0.004707807474312428,0.034982014392234737,0.015137103458961155,-0.01708610435304977
2015-02,0.11207408963204753,-0.055017011253799486,0.02852853918912402,0.04987129063602615
2015-03,-0.013872435537733301,0.03838055687400285,0.012254060668134776,-0.025339883693718254
2015-04,0.01688011813064943,-0.23938144281426857,-0.11125066234180957,0.02440447253281483
2015-05,0.14340625281830838,-0.6179138662453505,-0.23725380671352106,0.004033822133636943
